"#","Time, GMT-04:00","Pressure, inHg, Charles River Weather Station","PAR, uE, Charles River Weather Station","Rain, in, Charles River Weather Station","RH, %, Charles River Weather Station","Wind Speed, mph, Charles River Weather Station","Gust Speed, mph, Charles River Weather Station","DewPt, *F, Charles River Weather Station","Wind Dir, *, Charles River Weather Station","Temp, *F, Charles River Weather Station Air Temp","Water Temp, *F, Charles River Weather Station","Water Temp, *F, Charles River Weather Station","DewPt, *F, Charles River Weather Station","Wind Dir, *, Charles River Weather Station","Temp, *F, Charles River Weather Station Air Temp"
23,05/01/20 03:40:00,29.88,1.0,0.0,91.9,0.0,0.0,,,,,-143.47,50.51,122.0,52.77
24,05/01/20 03:50:00,29.868000000000002,1.0,0.0,92.10000000000001,0.0,0.0,,,,,-143.47,50.44,128.0,52.64
25,05/01/20 04:00:00,29.868000000000002,1.0,0.0,92.4,0.0,0.0,,,,,-143.47,50.44,125.0,52.550000000000004
26,05/01/20 04:10:00,29.865000000000002,1.0,0.0,92.8,0.0,0.0,,,,,-143.47,50.38,126.0,52.38
27,05/01/20 04:20:00,29.856,1.0,0.0,93.0,0.0,0.0,,,,,-143.47,50.39,117.0,52.33
28,05/01/20 04:30:00,29.85,1.0,0.01,93.5,0.0,0.0,,,,,-143.47,50.49,119.0,52.29
29,05/01/20 04:40:00,29.853,1.0,0.01,93.7,0.0,0.0,,,,,-133.34,50.77,121.0,52.51
30,05/01/20 04:50:00,29.847,1.0,0.01,94.5,0.0,0.0,,,,,-12.780000000000001,51.480000000000004,122.0,52.99
31,05/01/20 05:00:00,29.847,1.0,0.01,94.7,0.0,0.0,,,,,-14.31,52.06,126.0,53.52
32,05/01/20 05:10:00,29.842000000000002,1.0,0.01,94.8,0.0,0.0,,,,,-22.36,51.870000000000005,132.0,53.300000000000004
33,05/01/20 05:20:00,29.839000000000002,1.0,0.01,95.3,0.0,0.0,,,,,-25.19,52.53,133.0,53.82
34,05/01/20 05:30:00,29.836000000000002,1.0,0.01,95.60000000000001,0.0,0.0,,,,,-31.490000000000002,53.96,133.0,55.17
35,05/01/20 05:40:00,29.830000000000002,1.0,0.02,95.5,0.0,0.0,,,,,-33.07,54.71,159.0,55.95
36,05/01/20 05:50:00,29.830000000000002,1.0,0.01,95.60000000000001,0.0,0.0,,,,,-35.9,55.08,160.0,56.300000000000004
37,05/01/20 06:00:00,29.827,1.0,0.01,95.60000000000001,0.0,0.0,,,,,-35.9,55.21,164.0,56.43
38,05/01/20 06:10:00,29.830000000000002,4.0,0.02,95.8,0.0,0.0,,,,,-39.53,55.14,159.0,56.300000000000004
39,05/01/20 06:20:00,29.827,9.0,0.02,96.10000000000001,0.0,0.0,,,,,-43.12,55.49,160.0,56.56
40,05/01/20 06:30:00,29.824,16.0,0.01,96.0,0.0,0.0,,,,,-43.54,55.800000000000004,168.0,56.9
41,05/01/20 06:40:00,29.827,19.0,0.02,95.8,0.0,0.0,,,,,-44.4,55.79,166.0,56.94
42,05/01/20 06:50:00,29.830000000000002,24.0,0.01,96.10000000000001,0.0,0.0,,,,,-45.28,55.74,180.0,56.81
43,05/01/20 07:00:00,29.830000000000002,24.0,0.02,96.10000000000001,0.0,0.0,,,,,-45.5,55.79,166.0,56.86
44,05/01/20 07:10:00,29.827,29.0,0.01,96.2,0.0,0.0,,,,,-48.52,55.64,168.0,56.68
45,05/01/20 07:20:00,29.824,39.0,0.01,96.5,0.0,0.0,,,,,-52.64,55.51,185.0,56.47
46,05/01/20 07:30:00,29.821,49.0,0.02,96.5,0.0,0.0,,,,,-66.6,55.38,159.0,56.34
47,05/01/20 07:40:00,29.815,41.0,0.02,96.60000000000001,0.0,0.0,,,,,-72.98,55.28,153.0,56.21
48,05/01/20 07:50:00,29.815,39.0,0.01,96.8,0.0,0.0,,,,,-79.73,55.34,173.0,56.21
49,05/01/20 08:00:00,29.809,56.0,0.02,97.0,0.0,0.0,,,,,-84.48,55.31,159.0,56.120000000000005
50,05/01/20 08:10:00,29.803,41.0,0.02,96.8,0.0,0.0,,,,,-87.59,53.96,100.0,54.82
51,05/01/20 08:20:00,29.797,41.0,0.02,96.9,0.0,0.0,,,,,-87.59,52.07,72.0,52.9
52,05/01/20 08:30:00,29.797,66.0,0.02,97.60000000000001,0.0,0.0,,,,,-88.42,52.27,79.0,52.9
53,05/01/20 08:40:00,29.797,74.0,0.02,97.60000000000001,0.0,0.0,,,,,-90.16,52.22,44.0,52.86
54,05/01/20 08:50:00,29.794,81.0,0.01,97.8,0.0,0.0,,,,,-90.16,52.93,39.0,53.52
55,05/01/20 09:00:00,29.785,121.0,0.02,97.9,0.0,0.0,,,,,-90.16,52.870000000000005,29.0,53.43
56,05/01/20 09:10:00,29.774,126.0,0.02,98.0,0.0,0.0,,,,,-88.42,52.64,27.0,53.17
57,05/01/20 09:20:00,29.756,126.0,0.02,98.3,0.0,0.0,,,,,-87.59,52.94,56.0,53.38
58,05/01/20 09:30:00,29.732,196.0,0.02,98.2,0.0,0.0,,,,,-85.23,53.0,62.0,53.47
59,05/01/20 09:40:00,29.732,191.0,0.02,98.4,0.0,0.0,,,,,-83.76,52.660000000000004,62.0,53.08
60,05/01/20 09:50:00,29.735,251.0,0.02,98.2,0.0,0.0,,,,,-82.35000000000001,52.83,83.0,53.300000000000004
61,05/01/20 10:00:00,29.723,311.0,0.01,98.3,0.0,0.0,,,,,-81.01,51.94,66.0,52.38
62,05/01/20 10:10:00,29.715,334.0,0.02,98.7,0.0,0.0,,,,,-79.10000000000001,51.300000000000004,67.0,51.63
63,05/01/20 10:20:00,29.718,531.0,0.01,98.60000000000001,0.0,0.0,,,,,-77.31,51.620000000000005,66.0,51.980000000000004
64,05/01/20 10:30:00,29.715,296.0,0.02,98.5,0.0,0.0,,,,,-76.17,51.730000000000004,72.0,52.120000000000005
65,05/01/20 10:40:00,29.709,284.0,0.01,98.5,0.0,0.0,,,,,-75.07000000000001,51.730000000000004,67.0,52.120000000000005
66,05/01/20 10:50:00,29.709,294.0,0.02,98.8,0.0,0.0,,,,,-74.01,51.9,80.0,52.2
67,05/01/20 11:00:00,29.706,346.0,0.01,98.7,0.0,0.0,,,,,-72.98,52.27,80.0,52.6
68,05/01/20 11:10:00,29.709,301.0,0.02,98.7,0.0,0.0,,,,,-71.99,52.79,59.0,53.120000000000005
69,05/01/20 11:20:00,29.709,329.0,0.01,98.5,0.0,0.0,,,,,-71.02,52.56,10.0,52.95
70,05/01/20 11:30:00,29.703,356.0,0.01,98.9,0.0,0.0,,,,,-71.02,52.89,306.0,53.17
71,05/01/20 11:40:00,29.703,306.0,0.01,99.10000000000001,0.0,0.0,,,,,-71.02,56.08,274.0,56.300000000000004
72,05/01/20 11:50:00,29.706,311.0,0.01,98.3,0.0,0.0,,,,,-71.99,56.63,220.0,57.07
73,05/01/20 12:00:00,29.706,281.0,0.01,98.10000000000001,0.0,0.0,,,,,-75.07000000000001,56.53,190.0,57.03
74,05/01/20 12:10:00,29.706,349.0,0.01,98.3,0.0,0.0,,,,,-77.31,56.800000000000004,194.0,57.25
75,05/01/20 12:20:00,29.694,479.0,0.0,98.0,0.0,0.0,,,,,-79.10000000000001,56.63,219.0,57.160000000000004
76,05/01/20 12:30:00,29.685000000000002,431.0,0.0,98.4,0.0,0.0,,,,,-76.17,57.18,215.0,57.59
77,05/01/20 12:40:00,29.682000000000002,444.0,0.0,98.3,0.0,0.0,,,,,-77.31,57.28,202.0,57.72
78,05/01/20 12:50:00,29.682000000000002,341.0,0.0,98.3,0.0,0.0,,,,,-79.73,57.49,206.0,57.94
79,05/01/20 13:00:00,29.679000000000002,406.0,0.0,98.2,0.0,0.0,,,,,-91.07000000000001,57.51,212.0,57.980000000000004
80,05/01/20 13:10:00,29.673000000000002,686.0,0.0,97.8,0.0,0.0,,,,,-100.93,57.22,220.0,57.81
81,05/01/20 13:20:00,29.667,556.0,0.0,97.7,0.0,0.0,,,,,-125.25,57.28,243.0,57.89
82,05/01/20 13:30:00,29.667,501.0,0.0,98.4,0.0,0.0,,,,,-143.47,57.74,251.0,58.15
83,05/01/20 13:40:00,29.664,946.0,0.0,96.8,0.0,0.0,,,,,-143.47,57.84,240.0,58.71
84,05/01/20 13:50:00,29.661,624.0,0.0,96.7,0.0,0.0,,,,,-143.47,57.77,248.0,58.67
85,05/01/20 14:00:00,29.650000000000002,711.0,0.0,96.10000000000001,0.0,0.0,,,,,-143.47,58.07,256.0,59.14
86,05/01/20 14:10:00,29.641000000000002,674.0,0.0,95.4,0.0,0.0,,,,,-143.47,58.67,240.0,59.96
87,05/01/20 14:20:00,29.647000000000002,574.0,0.0,96.10000000000001,0.0,0.0,,,,,-143.47,57.94,241.0,59.01
88,05/01/20 14:30:00,29.647000000000002,411.0,0.0,94.8,0.0,0.0,,,,,-143.47,57.04,256.0,58.5
89,05/01/20 14:40:00,29.650000000000002,471.0,0.0,93.7,0.0,0.0,,,,,-143.47,58.39,268.0,60.17
90,05/01/20 14:50:00,29.641000000000002,566.0,0.0,93.4,0.0,0.0,,,,,-143.47,59.19,227.0,61.08
91,05/01/20 15:00:00,29.644000000000002,436.0,0.0,93.4,0.0,0.0,,,,,-143.47,57.61,248.0,59.49
92,05/01/20 15:10:00,29.638,464.0,0.0,92.0,0.0,0.0,,,,,-143.47,59.11,295.0,61.42
93,05/01/20 15:20:00,29.635,571.0,0.0,90.3,0.0,0.0,,,,,-143.47,58.33,289.0,61.160000000000004
94,05/01/20 15:30:00,29.635,841.0,0.0,90.0,0.0,0.0,,,,,-143.47,58.45,254.0,61.38
95,05/01/20 15:40:00,29.638,496.0,0.0,88.2,0.0,0.0,,,,,-143.47,59.71,261.0,63.22
96,05/01/20 15:50:00,29.635,551.0,0.0,87.9,0.0,0.0,,,,,-143.47,59.230000000000004,260.0,62.83
97,05/01/20 16:00:00,29.629,714.0,0.0,85.3,0.0,0.0,,,,,-143.47,58.6,278.0,63.050000000000004
98,05/01/20 16:10:00,29.632,479.0,0.0,84.9,0.0,0.0,,,,,-143.47,57.96,326.0,62.53
99,05/01/20 16:20:00,29.623,1599.0,0.0,84.60000000000001,0.0,0.0,,,,,-143.47,58.83,3.0,63.52
100,05/01/20 16:30:00,29.623,1361.0,0.0,83.8,0.0,0.0,,,,,-143.47,59.15,21.0,64.12
101,05/01/20 16:40:00,29.623,1161.0,0.0,83.60000000000001,0.0,0.0,,,,,-143.47,60.89,13.0,65.96000000000001
102,05/01/20 16:50:00,29.626,509.0,0.0,82.8,0.0,0.0,,,,,-143.47,59.57,18.0,64.89
103,05/01/20 17:00:00,29.632,296.0,0.0,81.3,0.0,0.0,,,,,-143.47,58.64,24.0,64.46000000000001
104,05/01/20 17:10:00,29.629,554.0,0.0,81.10000000000001,0.0,0.0,,,,,-143.47,58.49,58.0,64.37
105,05/01/20 17:20:00,29.626,301.0,0.0,80.8,0.0,0.0,,,,,-143.47,58.64,39.0,64.63
106,05/01/20 17:30:00,29.626,191.0,0.0,82.4,0.0,0.0,,,,,-143.47,57.22,81.0,62.620000000000005
107,05/01/20 17:40:00,29.629,216.0,0.0,83.9,0.0,0.0,,,,,-143.47,57.38,110.0,62.28
108,05/01/20 17:50:00,29.629,154.0,0.0,85.3,0.0,0.0,,,,,-143.47,57.09,95.0,61.5
109,05/01/20 18:00:00,29.632,214.0,0.0,85.4,0.0,0.0,,,,,-143.47,57.92,105.0,62.32
110,05/01/20 18:10:00,29.635,149.0,0.0,84.9,0.0,0.0,,,,,-143.47,57.59,94.0,62.15
111,05/01/20 18:20:00,29.635,94.0,0.0,84.9,0.0,0.0,,,,,-143.47,57.29,93.0,61.85
112,05/01/20 18:30:00,29.641000000000002,109.0,0.0,85.3,0.0,0.0,,,,,-143.47,57.04,95.0,61.46
113,05/01/20 18:40:00,29.644000000000002,66.0,0.0,85.2,0.0,0.0,,,,,-143.47,57.18,98.0,61.63
114,05/01/20 18:50:00,29.647000000000002,34.0,0.0,84.9,0.0,0.0,,,,,-143.47,57.08,90.0,61.63
115,05/01/20 19:00:00,29.650000000000002,34.0,0.0,85.10000000000001,0.0,0.0,,,,,-143.47,56.89,95.0,61.38
116,05/01/20 19:10:00,29.647000000000002,24.0,0.0,86.2,0.0,0.0,,,,,-143.47,55.980000000000004,122.0,60.09
117,05/01/20 19:20:00,29.653000000000002,14.0,0.0,87.10000000000001,0.0,0.0,,,,,-143.47,55.64,95.0,59.44
118,05/01/20 19:30:00,29.644000000000002,14.0,0.0,88.2,0.0,0.0,,,,,-143.47,55.01,147.0,58.45
119,05/01/20 19:40:00,29.653000000000002,4.0,0.0,89.3,0.0,0.0,,,,,-143.47,54.84,168.0,57.94
120,05/01/20 19:50:00,29.664,1.0,0.0,90.10000000000001,0.0,0.0,,,,,-143.47,54.870000000000005,168.0,57.72
121,05/01/20 20:00:00,29.673000000000002,1.0,0.0,91.0,0.0,0.0,,,,,-143.47,55.18,164.0,57.76
122,05/01/20 20:10:00,29.67,1.0,0.0,91.10000000000001,0.0,0.0,,,,,-143.47,54.79,93.0,57.33
123,05/01/20 20:20:00,29.673000000000002,1.0,0.0,92.0,0.0,0.0,,,,,-143.47,54.800000000000004,51.0,57.07
124,05/01/20 20:30:00,29.67,1.0,0.0,92.4,0.0,0.0,,,,,-143.47,54.96,51.0,57.120000000000005
125,05/01/20 20:40:00,29.67,1.0,0.0,93.3,0.0,0.0,,,,,-143.47,55.7,320.0,57.59
126,05/01/20 20:50:00,29.673000000000002,1.0,0.0,93.2,0.0,0.0,,,,,-143.47,55.63,293.0,57.550000000000004
127,05/01/20 21:00:00,29.673000000000002,1.0,0.0,93.5,0.0,0.0,,,,,-143.47,55.89,293.0,57.72
128,05/01/20 21:10:00,29.667,1.0,0.0,93.9,0.0,0.0,,,,,-143.47,56.01,293.0,57.72
129,05/01/20 21:20:00,29.658,1.0,0.0,94.0,0.0,0.0,,,,,-143.47,55.78,293.0,57.46
130,05/01/20 21:30:00,29.661,1.0,0.0,94.0,0.0,0.0,,,,,-143.47,55.52,293.0,57.2
131,05/01/20 21:40:00,29.664,1.0,0.0,94.5,0.0,0.0,,,,,-143.47,54.94,293.0,56.47
132,05/01/20 21:50:00,29.661,1.0,0.0,95.0,0.0,0.0,,,,,-143.47,56.160000000000004,295.0,57.550000000000004
133,05/01/20 22:00:00,29.661,1.0,0.0,94.8,0.0,0.0,,,,,-143.47,55.71,299.0,57.160000000000004
134,05/01/20 22:10:00,29.661,1.0,0.0,95.0,0.0,0.0,,,,,-138.63,55.730000000000004,313.0,57.120000000000005
135,05/01/20 22:20:00,29.655,1.0,0.0,95.10000000000001,0.0,0.0,,,,,-143.47,56.53,358.0,57.89
136,05/01/20 22:30:00,29.661,1.0,0.0,95.10000000000001,0.0,0.0,,,,,-138.63,55.84,38.0,57.2
137,05/01/20 22:40:00,29.658,1.0,0.0,95.2,0.0,0.0,,,,,-133.34,54.93,15.0,56.25
138,05/01/20 22:50:00,29.658,1.0,0.0,96.2,0.0,0.0,,,,,-133.34,55.82,187.0,56.86
139,05/01/20 23:00:00,29.661,1.0,0.0,96.10000000000001,0.0,0.0,,,,,-138.63,55.57,212.0,56.64
140,05/01/20 23:10:00,29.661,1.0,0.0,96.2,0.0,0.0,,,,,-138.63,56.59,257.0,57.63
141,05/01/20 23:20:00,29.664,1.0,0.0,96.0,0.0,0.0,,,,,-143.47,55.800000000000004,254.0,56.9
142,05/01/20 23:30:00,29.664,1.0,0.0,96.3,0.0,0.0,,,,,-143.47,55.63,250.0,56.64
143,05/01/20 23:40:00,29.667,1.0,0.0,96.9,0.0,0.0,,,,,-143.47,56.84,257.0,57.68
144,05/01/20 23:50:00,29.667,1.0,0.0,95.60000000000001,0.0,0.0,,,,,-143.47,58.050000000000004,355.0,59.27
145,05/02/20 00:00:00,29.673000000000002,1.0,0.0,95.2,0.0,0.0,,,,,-143.47,57.59,0.0,58.93
146,05/02/20 00:10:00,29.676000000000002,1.0,0.0,94.8,0.0,0.0,,,,,-143.47,57.64,299.0,59.1
147,05/02/20 00:20:00,29.676000000000002,1.0,0.0,94.7,0.0,0.0,,,,,-143.47,57.01,312.0,58.5
148,05/02/20 00:30:00,29.685000000000002,1.0,0.0,93.9,0.0,0.0,,,,,-143.47,56.480000000000004,347.0,58.2
149,05/02/20 00:40:00,29.688000000000002,1.0,0.0,93.5,0.0,0.0,,,,,-143.47,55.63,348.0,57.46
150,05/02/20 00:50:00,29.688000000000002,1.0,0.01,92.8,0.0,0.0,,,,,-114.37,55.64,351.0,57.68
151,05/02/20 01:00:00,29.688000000000002,1.0,0.01,92.8,0.0,0.0,,,,,-114.37,55.47,351.0,57.51
152,05/02/20 01:10:00,29.691,1.0,0.0,92.60000000000001,0.0,0.0,,,,,-119.21000000000001,55.45,357.0,57.550000000000004
153,05/02/20 01:20:00,29.694,1.0,0.0,91.5,0.0,0.0,,,,,-128.96,55.120000000000005,347.0,57.550000000000004
154,05/02/20 01:30:00,29.7,1.0,0.0,90.7,0.0,0.0,,,,,-133.34,54.54,338.0,57.2
155,05/02/20 01:40:00,29.706,1.0,0.0,90.0,0.0,0.0,,,,,-128.96,53.51,331.0,56.38
156,05/02/20 01:50:00,29.712,1.0,0.0,89.0,0.0,0.0,,,,,-133.34,52.65,341.0,55.82
157,05/02/20 02:00:00,29.72,1.0,0.0,88.0,0.0,0.0,,,,,-133.34,51.660000000000004,334.0,55.13
158,05/02/20 02:10:00,29.723,1.0,0.0,87.5,0.0,0.0,,,,,-133.34,51.08,338.0,54.69
159,05/02/20 02:20:00,29.729,1.0,0.0,86.5,0.0,0.0,,,,,-133.34,50.550000000000004,351.0,54.47
160,05/02/20 02:30:00,29.726,1.0,0.0,86.60000000000001,0.0,0.0,,,,,-128.96,50.29,343.0,54.17
161,05/02/20 02:40:00,29.735,1.0,0.0,85.3,0.0,0.0,,,,,-128.96,49.79,338.0,54.08
162,05/02/20 02:50:00,29.735,1.0,0.0,83.2,0.0,0.0,,,,,-133.34,49.04,340.0,53.99
163,05/02/20 03:00:00,29.726,1.0,0.0,80.7,0.0,0.0,,,,,-133.34,48.1,341.0,53.86
164,05/02/20 03:10:00,29.738,1.0,0.0,78.8,0.0,0.0,,,,,-143.47,47.38,336.0,53.78
165,05/02/20 03:20:00,29.744,1.0,0.0,77.2,0.0,0.0,,,,,-143.47,46.37,327.0,53.300000000000004
166,05/02/20 03:30:00,29.753,1.0,0.01,74.5,0.0,0.0,,,,,-143.47,44.96,331.0,52.82
167,05/02/20 03:40:00,29.762,1.0,0.0,73.5,0.0,0.0,,,,,-143.47,43.93,338.0,52.120000000000005
168,05/02/20 03:50:00,29.765,1.0,0.0,72.7,0.0,0.0,,,,,-143.47,43.09,337.0,51.550000000000004
169,05/02/20 04:00:00,29.762,1.0,0.0,72.2,0.0,0.0,,,,,-143.47,42.28,333.0,50.89
170,05/02/20 04:10:00,29.765,1.0,0.0,72.3,0.0,0.0,,,,,-143.47,41.93,336.0,50.49
171,05/02/20 04:20:00,29.774,1.0,0.0,72.0,0.0,0.0,,,,,-143.47,41.44,344.0,50.09
172,05/02/20 04:30:00,29.78,1.0,0.0,71.0,0.0,0.0,,,,,-143.47,40.65,343.0,49.65
173,05/02/20 04:40:00,29.788,1.0,0.0,70.2,0.0,0.0,,,,,-143.47,39.980000000000004,345.0,49.25
174,05/02/20 04:50:00,29.791,1.0,0.0,69.9,0.0,0.0,,,,,-143.47,39.57,338.0,48.94
175,05/02/20 05:00:00,29.8,1.0,0.0,69.60000000000001,0.0,0.0,,,,,-143.47,39.2,351.0,48.67
176,05/02/20 05:10:00,29.8,1.0,0.0,69.60000000000001,0.0,0.0,,,,,-143.47,39.08,347.0,48.54
177,05/02/20 05:20:00,29.803,1.0,0.0,69.8,0.0,0.0,,,,,-143.47,38.980000000000004,344.0,48.36
178,05/02/20 05:30:00,29.809,1.0,0.0,69.8,0.0,0.0,,,,,-143.47,38.64,345.0,48.0
179,05/02/20 05:40:00,29.812,11.0,0.0,69.60000000000001,0.0,0.0,,,,,-143.47,38.43,344.0,47.870000000000005
180,05/02/20 05:50:00,29.812,26.0,0.0,69.60000000000001,0.0,0.0,,,,,-143.47,38.31,334.0,47.74
181,05/02/20 06:00:00,29.818,44.0,0.0,69.60000000000001,0.0,0.0,,,,,-143.47,38.31,333.0,47.74
182,05/02/20 06:10:00,29.824,69.0,0.0,69.5,0.0,0.0,,,,,-143.47,38.31,343.0,47.78
183,05/02/20 06:20:00,29.830000000000002,111.0,0.0,69.7,0.0,0.0,,,,,-143.47,38.39,344.0,47.78
184,05/02/20 06:30:00,29.833000000000002,254.0,0.0,68.2,0.0,0.0,,,,,-143.47,38.56,337.0,48.54
185,05/02/20 06:40:00,29.833000000000002,324.0,0.0,68.1,0.0,0.0,,,,,-143.47,38.6,341.0,48.63
186,05/02/20 06:50:00,29.839000000000002,394.0,0.0,67.7,0.0,0.0,,,,,-143.47,38.58,354.0,48.76
187,05/02/20 07:00:00,29.842000000000002,469.0,0.0,66.7,0.0,0.0,,,,,-143.47,38.5,348.0,49.07
188,05/02/20 07:10:00,29.842000000000002,541.0,0.0,66.5,0.0,0.0,,,,,-143.47,38.84,354.0,49.52
189,05/02/20 07:20:00,29.85,614.0,0.0,66.1,0.0,0.0,,,,,-143.47,38.730000000000004,338.0,49.56
190,05/02/20 07:30:00,29.847,686.0,0.0,65.1,0.0,0.0,,,,,-143.47,38.51,350.0,49.74
191,05/02/20 07:40:00,29.85,759.0,0.0,64.1,0.0,0.0,,,,,-143.47,38.08,344.0,49.69
192,05/02/20 07:50:00,29.859,826.0,0.0,64.5,0.0,0.0,,,,,-143.47,38.74,345.0,50.22
193,05/02/20 08:00:00,29.862000000000002,894.0,0.0,63.1,0.0,0.0,,,,,-143.47,38.050000000000004,348.0,50.09
194,05/02/20 08:10:00,29.865000000000002,964.0,0.0,62.6,0.0,0.0,,,,,-143.47,38.31,348.0,50.58
195,05/02/20 08:20:00,29.868000000000002,1029.0,0.0,62.5,0.0,0.0,,,,,-143.47,38.31,337.0,50.620000000000005
196,05/02/20 08:30:00,29.865000000000002,1094.0,0.0,61.300000000000004,0.0,0.0,,,,,-143.47,38.11,341.0,50.93
197,05/02/20 08:40:00,29.868000000000002,1154.0,0.0,62.0,0.0,0.0,,,,,-143.47,39.02,338.0,51.59
198,05/02/20 08:50:00,29.868000000000002,1216.0,0.0,60.2,0.0,0.0,,,,,-143.47,38.43,343.0,51.76
199,05/02/20 09:00:00,29.868000000000002,1276.0,0.0,59.6,0.0,0.0,,,,,-143.47,38.39,347.0,51.980000000000004
200,05/02/20 09:10:00,29.868000000000002,1331.0,0.0,57.7,0.0,0.0,,,,,-143.47,38.14,341.0,52.6
201,05/02/20 09:20:00,29.871000000000002,1384.0,0.0,57.800000000000004,0.0,0.0,,,,,-143.47,38.39,341.0,52.82
202,05/02/20 09:30:00,29.868000000000002,1441.0,0.0,56.5,0.0,0.0,,,,,-143.47,38.17,345.0,53.21
203,05/02/20 09:40:00,29.868000000000002,1489.0,0.0,55.7,0.0,0.0,,,,,-143.47,38.5,331.0,53.95
204,05/02/20 09:50:00,29.871000000000002,1536.0,0.0,55.2,0.0,0.0,,,,,-143.47,39.21,321.0,54.95
205,05/02/20 10:00:00,29.868000000000002,1584.0,0.0,52.2,0.0,0.0,,,,,-143.47,37.5,319.0,54.65
206,05/02/20 10:10:00,29.856,1631.0,0.0,51.300000000000004,0.0,0.0,,,,,-143.47,37.82,340.0,55.47
207,05/02/20 10:20:00,29.865000000000002,1671.0,0.0,49.800000000000004,0.0,0.0,,,,,-143.47,37.74,331.0,56.21
208,05/02/20 10:30:00,29.862000000000002,1706.0,0.0,48.1,0.0,0.0,,,,,-143.47,37.26,338.0,56.64
209,05/02/20 10:40:00,29.865000000000002,1741.0,0.0,46.2,0.0,0.0,,,,,-143.47,36.59,319.0,57.03
210,05/02/20 10:50:00,29.868000000000002,1779.0,0.0,44.800000000000004,0.0,0.0,,,,,-143.47,36.25,317.0,57.51
211,05/02/20 11:00:00,29.862000000000002,1806.0,0.0,43.300000000000004,0.0,0.0,,,,,-143.47,36.37,324.0,58.58
212,05/02/20 11:10:00,29.868000000000002,1834.0,0.0,43.300000000000004,0.0,0.0,,,,,-143.47,36.01,307.0,58.2
213,05/02/20 11:20:00,29.868000000000002,1859.0,0.0,43.7,0.0,0.0,,,,,-143.47,36.68,344.0,58.67
214,05/02/20 11:30:00,29.859,1879.0,0.0,43.300000000000004,0.0,0.0,,,,,-143.47,36.4,340.0,58.63
