"#","Time, GMT-04:00","Pressure, inHg, Charles River Weather Station","PAR, uE, Charles River Weather Station","Rain, in, Charles River Weather Station","RH, %, Charles River Weather Station","Wind Speed, mph, Charles River Weather Station","Gust Speed, mph, Charles River Weather Station","DewPt, *F, Charles River Weather Station","Wind Dir, *, Charles River Weather Station","Water Temp, *F, Charles River Weather Station","Temp, *F, Charles River Weather Station Air Temp"
80,05/01/19 13:10:00,30.426000000000002,704.0,0.0,52.1,0.0,0.0,37.09,97.0,64.07000000000001,54.26
81,05/01/19 13:20:00,30.423000000000002,836.0,0.0,50.0,0.0,0.0,35.96,94.0,64.16,54.17
82,05/01/19 13:30:00,30.42,739.0,0.0,48.800000000000004,0.0,0.0,36.07,86.0,67.07000000000001,54.95
83,05/01/19 13:40:00,30.417,771.0,0.0,49.1,0.0,0.0,36.19,81.0,66.99,54.910000000000004
84,05/01/19 13:50:00,30.411,871.0,0.0,48.0,0.0,0.0,36.85,124.0,71.10000000000001,56.25
85,05/01/19 14:00:00,30.406000000000002,879.0,0.0,46.5,0.0,0.0,35.89,145.0,69.60000000000001,56.08
86,05/01/19 14:10:00,30.411,621.0,0.0,47.0,0.0,0.0,36.12,114.0,67.71000000000001,56.04
87,05/01/19 14:20:00,30.414,609.0,0.0,49.5,0.0,0.0,36.63,161.0,68.06,55.17
88,05/01/19 14:30:00,30.400000000000002,811.0,0.0,48.800000000000004,0.0,0.0,36.99,84.0,66.34,55.95
89,05/01/19 14:40:00,30.394000000000002,894.0,0.0,46.6,0.0,0.0,37.050000000000004,91.0,71.27,57.29
90,05/01/19 14:50:00,30.385,811.0,0.0,47.300000000000004,0.0,0.0,36.28,62.0,66.13,56.04
91,05/01/19 15:00:00,30.379,959.0,0.0,47.0,0.0,0.0,36.2,77.0,66.86,56.120000000000005
92,05/01/19 15:10:00,30.376,1069.0,0.0,49.6,0.0,0.0,37.04,93.0,63.78,55.56
93,05/01/19 15:20:00,30.37,911.0,0.0,51.300000000000004,0.0,0.0,37.78,77.0,66.34,55.43
94,05/01/19 15:30:00,30.37,564.0,0.0,51.6,0.0,0.0,37.08,88.0,62.230000000000004,54.52
95,05/01/19 15:40:00,30.367,444.0,0.0,52.4,0.0,0.0,36.99,94.0,59.14,53.99
96,05/01/19 15:50:00,30.361,504.0,0.0,52.5,0.0,0.0,37.160000000000004,90.0,60.52,54.13
97,05/01/19 16:00:00,30.355,446.0,0.0,52.0,0.0,0.0,36.51,121.0,60.09,53.69
98,05/01/19 16:10:00,30.349,574.0,0.0,52.2,0.0,0.0,36.85,86.0,60.300000000000004,53.95
99,05/01/19 16:20:00,30.346,506.0,0.0,52.300000000000004,0.0,0.0,37.38,104.0,62.1,54.47
100,05/01/19 16:30:00,30.349,429.0,0.0,51.9,0.0,0.0,37.550000000000004,84.0,62.660000000000004,54.86
101,05/01/19 16:40:00,30.349,284.0,0.0,51.0,0.0,0.0,36.75,104.0,58.76,54.47
102,05/01/19 16:50:00,30.341,329.0,0.0,51.0,0.0,0.0,36.95,76.0,58.63,54.69
103,05/01/19 17:00:00,30.341,194.0,0.0,50.7,0.0,0.0,36.92,102.0,58.32,54.82
104,05/01/19 17:10:00,30.341,194.0,0.0,51.7,0.0,0.0,37.45,105.0,57.51,54.86
105,05/01/19 17:20:00,30.349,259.0,0.0,51.5,0.0,0.0,36.83,80.0,56.6,54.300000000000004
106,05/01/19 17:30:00,30.344,251.0,0.0,53.0,0.0,0.0,37.800000000000004,83.0,57.85,54.56
107,05/01/19 17:40:00,30.341,176.0,0.0,59.300000000000004,0.0,0.0,39.53,70.0,55.86,53.34
108,05/01/19 17:50:00,30.341,149.0,0.0,62.4,0.0,0.0,41.34,90.0,56.120000000000005,53.86
109,05/01/19 18:00:00,30.338,149.0,0.0,63.1,0.0,0.0,41.34,73.0,55.26,53.56
110,05/01/19 18:10:00,30.332,91.0,0.0,63.0,0.0,0.0,41.46,97.0,54.910000000000004,53.730000000000004
111,05/01/19 18:20:00,30.335,81.0,0.0,60.0,0.0,0.0,41.03,102.0,55.39,54.6
112,05/01/19 18:30:00,30.332,79.0,0.0,54.9,0.0,0.0,38.95,136.0,54.82,54.82
113,05/01/19 18:40:00,30.332,74.0,0.0,48.2,0.0,0.0,35.76,181.0,54.56,54.95
114,05/01/19 18:50:00,30.326,29.0,0.0,48.0,0.0,0.0,35.42,205.0,53.82,54.69
115,05/01/19 19:00:00,30.329,21.0,0.0,46.800000000000004,0.0,0.0,34.78,198.0,53.6,54.69
116,05/01/19 19:10:00,30.332,21.0,0.0,47.1,0.0,0.0,34.74,197.0,53.34,54.47
117,05/01/19 19:20:00,30.335,11.0,0.0,48.800000000000004,0.0,0.0,35.39,202.0,52.9,54.21
118,05/01/19 19:30:00,30.329,4.0,0.0,47.9,0.0,0.0,34.68,206.0,52.51,53.95
119,05/01/19 19:40:00,30.329,1.0,0.0,49.300000000000004,0.0,0.0,35.29,188.0,52.51,53.82
120,05/01/19 19:50:00,30.323,1.0,0.0,51.6,0.0,0.0,36.2,184.0,52.29,53.56
121,05/01/19 20:00:00,30.323,1.0,0.0,50.800000000000004,0.0,0.0,35.32,167.0,51.980000000000004,53.03
122,05/01/19 20:10:00,30.323,1.0,0.0,50.0,0.0,0.0,34.64,170.0,51.72,52.730000000000004
123,05/01/19 20:20:00,30.32,1.0,0.0,51.6,0.0,0.0,35.39,175.0,51.59,52.68
124,05/01/19 20:30:00,30.323,1.0,0.0,52.800000000000004,0.0,0.0,35.72,183.0,51.370000000000005,52.42
125,05/01/19 20:40:00,30.323,1.0,0.0,53.9,0.0,0.0,36.0,188.0,51.11,52.160000000000004
126,05/01/19 20:50:00,30.314,1.0,0.0,54.6,0.0,0.0,36.32,178.0,51.15,52.160000000000004
127,05/01/19 21:00:00,30.308,1.0,0.0,55.800000000000004,0.0,0.0,36.71,175.0,51.06,51.980000000000004
128,05/01/19 21:10:00,30.293,1.0,0.0,56.300000000000004,0.0,0.0,36.94,175.0,51.06,51.980000000000004
129,05/01/19 21:20:00,30.284,1.0,0.0,57.6,0.0,0.0,37.39,174.0,50.89,51.85
130,05/01/19 21:30:00,30.282,1.0,0.0,58.6,0.0,0.0,37.58,173.0,50.84,51.59
131,05/01/19 21:40:00,30.284,1.0,0.0,59.1,0.0,0.0,37.88,174.0,50.800000000000004,51.68
132,05/01/19 21:50:00,30.279,1.0,0.0,59.6,0.0,0.0,37.93,184.0,50.620000000000005,51.5
133,05/01/19 22:00:00,30.279,1.0,0.0,60.4,0.0,0.0,38.19,184.0,50.53,51.410000000000004
134,05/01/19 22:10:00,30.264,1.0,0.0,62.4,0.0,0.0,38.85,174.0,50.44,51.24
135,05/01/19 22:20:00,30.27,1.0,0.0,63.300000000000004,0.0,0.0,39.1,177.0,50.27,51.11
136,05/01/19 22:30:00,30.276,1.0,0.0,64.2,0.0,0.0,39.37,173.0,50.14,51.02
137,05/01/19 22:40:00,30.264,1.0,0.0,65.1,0.0,0.0,39.52,178.0,50.0,50.800000000000004
138,05/01/19 22:50:00,30.255,1.0,0.0,66.5,0.0,0.0,39.86,188.0,49.83,50.58
139,05/01/19 23:00:00,30.243000000000002,1.0,0.0,67.7,0.0,0.0,40.230000000000004,192.0,49.78,50.49
140,05/01/19 23:10:00,30.240000000000002,1.0,0.0,69.60000000000001,0.0,0.0,40.78,180.0,49.6,50.31
141,05/01/19 23:20:00,30.234,1.0,0.0,71.7,0.0,0.0,41.160000000000004,183.0,49.47,49.910000000000004
142,05/01/19 23:30:00,30.225,1.0,0.0,73.8,0.0,0.0,41.44,184.0,49.07,49.43
143,05/01/19 23:40:00,30.228,1.0,0.0,74.9,0.0,0.0,41.87,173.0,49.03,49.47
144,05/01/19 23:50:00,30.222,1.0,0.0,76.60000000000001,0.0,0.0,42.19,185.0,48.94,49.21
145,05/02/19 00:00:00,30.217000000000002,1.0,0.0,78.7,0.0,0.0,42.76,211.0,48.72,49.07
146,05/02/19 00:10:00,30.202,1.0,0.0,79.3,0.0,0.0,42.83,209.0,48.63,48.94
147,05/02/19 00:20:00,30.193,1.0,0.0,80.0,0.0,0.0,43.1,171.0,48.85,48.980000000000004
148,05/02/19 00:30:00,30.199,1.0,0.0,80.60000000000001,0.0,0.0,43.21,175.0,48.76,48.89
149,05/02/19 00:40:00,30.187,1.0,0.0,82.2,0.0,0.0,43.6,209.0,48.58,48.76
150,05/02/19 00:50:00,30.187,1.0,0.0,83.8,0.0,0.0,43.84,202.0,48.36,48.49
151,05/02/19 01:00:00,30.178,1.0,0.0,85.60000000000001,0.0,0.0,44.22,194.0,48.32,48.32
152,05/02/19 01:10:00,30.178,1.0,0.0,87.4,0.0,0.0,44.550000000000004,209.0,48.050000000000004,48.09
153,05/02/19 01:20:00,30.172,1.0,0.0,88.60000000000001,0.0,0.0,44.99,208.0,48.09,48.18
154,05/02/19 01:30:00,30.178,1.0,0.0,89.8,0.0,0.0,45.43,233.0,48.36,48.27
155,05/02/19 01:40:00,30.19,1.0,0.0,91.0,0.0,0.0,45.7,286.0,48.410000000000004,48.18
156,05/02/19 01:50:00,30.187,1.0,0.0,92.0,0.0,0.0,45.99,296.0,48.32,48.18
157,05/02/19 02:00:00,30.184,1.0,0.0,92.5,0.0,0.0,45.82,347.0,47.83,47.870000000000005
158,05/02/19 02:10:00,30.172,1.0,0.0,93.2,0.0,0.0,45.84,1.0,47.65,47.69
159,05/02/19 02:20:00,30.169,1.0,0.0,94.0,0.0,0.0,46.11,357.0,47.69,47.74
160,05/02/19 02:30:00,30.157,1.0,0.0,94.10000000000001,0.0,0.0,46.01,306.0,47.69,47.6
161,05/02/19 02:40:00,30.155,1.0,0.0,94.60000000000001,0.0,0.0,46.15,338.0,47.69,47.6
162,05/02/19 02:50:00,30.152,1.0,0.0,95.0,0.0,0.0,46.300000000000004,351.0,47.69,47.65
163,05/02/19 03:00:00,30.149,1.0,0.0,95.2,0.0,0.0,46.13,4.0,47.42,47.42
164,05/02/19 03:10:00,30.137,1.0,0.0,95.4,0.0,0.0,46.15,17.0,47.56,47.38
165,05/02/19 03:20:00,30.125,1.0,0.0,95.60000000000001,0.0,0.0,46.160000000000004,38.0,47.6,47.33
166,05/02/19 03:30:00,30.125,1.0,0.0,95.7,0.0,0.0,46.5,49.0,47.69,47.65
167,05/02/19 03:40:00,30.119,1.0,0.0,95.9,0.0,0.0,46.64,49.0,47.69,47.74
168,05/02/19 03:50:00,30.116,1.0,0.0,95.9,0.0,0.0,46.910000000000004,49.0,47.69,48.0
169,05/02/19 04:00:00,30.11,1.0,0.0,96.10000000000001,0.0,0.0,47.18,35.0,47.83,48.230000000000004
170,05/02/19 04:10:00,30.11,1.0,0.0,96.0,0.0,0.0,47.29,28.0,47.96,48.36
171,05/02/19 04:20:00,30.11,1.0,0.0,96.3,0.0,0.0,47.37,31.0,47.870000000000005,48.36
172,05/02/19 04:30:00,30.116,1.0,0.0,96.4,0.0,0.0,47.49,11.0,48.050000000000004,48.45
173,05/02/19 04:40:00,30.107,1.0,0.0,96.4,0.0,0.0,47.36,18.0,48.0,48.32
174,05/02/19 04:50:00,30.116,1.0,0.0,96.5,0.0,0.0,47.160000000000004,59.0,47.69,48.09
175,05/02/19 05:00:00,30.122,1.0,0.0,96.8,0.0,0.0,46.980000000000004,18.0,47.69,47.83
176,05/02/19 05:10:00,30.119,1.0,0.0,96.9,0.0,0.0,46.74,32.0,47.47,47.56
177,05/02/19 05:20:00,30.122,1.0,0.0,97.4,0.0,0.0,46.83,38.0,47.38,47.51
178,05/02/19 05:30:00,30.122,1.0,0.0,97.3,0.0,0.0,46.58,59.0,47.24,47.29
179,05/02/19 05:40:00,30.125,1.0,0.0,97.0,0.0,0.0,46.36,35.0,46.89,47.15
180,05/02/19 05:50:00,30.128,1.0,0.0,97.4,0.0,0.0,46.34,32.0,46.93,47.02
181,05/02/19 06:00:00,30.134,6.0,0.0,97.60000000000001,0.0,0.0,46.480000000000004,46.0,46.93,47.11
182,05/02/19 06:10:00,30.131,21.0,0.0,97.7,0.0,0.0,46.64,72.0,47.06,47.24
183,05/02/19 06:20:00,30.134,29.0,0.0,97.5,0.0,0.0,46.54,58.0,47.24,47.2
184,05/02/19 06:30:00,30.128,41.0,0.0,97.7,0.0,0.0,46.42,76.0,46.980000000000004,47.02
185,05/02/19 06:40:00,30.134,56.0,0.0,97.5,0.0,0.0,46.32,52.0,46.89,46.980000000000004
186,05/02/19 06:50:00,30.146,56.0,0.0,97.7,0.0,0.0,46.51,49.0,47.33,47.11
187,05/02/19 07:00:00,30.149,51.0,0.0,97.9,0.0,0.0,46.2,72.0,47.06,46.75
188,05/02/19 07:10:00,30.149,69.0,0.0,98.0,0.0,0.0,46.36,77.0,47.38,46.89
189,05/02/19 07:20:00,30.155,91.0,0.0,97.9,0.0,0.0,46.38,81.0,47.42,46.93
190,05/02/19 07:30:00,30.155,96.0,0.0,97.9,0.0,0.0,46.52,80.0,47.51,47.06
191,05/02/19 07:40:00,30.155,109.0,0.0,98.0,0.0,0.0,46.63,95.0,47.78,47.15
192,05/02/19 07:50:00,30.163,161.0,0.0,97.9,0.0,0.0,47.01,49.0,48.58,47.56
193,05/02/19 08:00:00,30.16,136.0,0.0,97.60000000000001,0.0,0.0,46.660000000000004,51.0,48.85,47.29
194,05/02/19 08:10:00,30.193,61.0,0.0,97.9,0.0,0.0,46.29,14.0,47.78,46.84
195,05/02/19 08:20:00,30.184,151.0,0.0,97.8,0.0,0.0,46.27,45.0,48.0,46.84
196,05/02/19 08:30:00,30.184,159.0,0.0,98.0,0.0,0.0,46.72,41.0,48.09,47.24
197,05/02/19 08:40:00,30.172,209.0,0.0,97.9,0.0,0.0,46.38,35.0,48.050000000000004,46.93
198,05/02/19 08:50:00,30.193,181.0,0.0,97.8,0.0,0.0,46.800000000000004,28.0,48.54,47.38
199,05/02/19 09:00:00,30.187,161.0,0.0,97.60000000000001,0.0,0.0,46.44,76.0,47.69,47.06
200,05/02/19 09:10:00,30.19,149.0,0.0,97.9,0.0,0.0,46.38,66.0,47.51,46.93
201,05/02/19 09:20:00,30.184,226.0,0.0,97.7,0.0,0.0,45.84,81.0,47.870000000000005,46.44
202,05/02/19 09:30:00,30.184,339.0,0.0,97.8,0.0,0.0,45.730000000000004,87.0,48.410000000000004,46.300000000000004
203,05/02/19 09:40:00,30.181,631.0,0.0,97.5,0.0,0.0,45.69,73.0,49.870000000000005,46.35
204,05/02/19 09:50:00,30.196,314.0,0.0,97.60000000000001,0.0,0.0,45.09,69.0,48.32,45.71
205,05/02/19 10:00:00,30.199,276.0,0.0,98.2,0.0,0.0,45.7,80.0,48.94,46.17
206,05/02/19 10:10:00,30.199,256.0,0.0,97.3,0.0,0.0,44.87,42.0,48.76,45.58
207,05/02/19 10:20:00,30.211000000000002,244.0,0.0,98.0,0.0,0.0,45.01,53.0,48.410000000000004,45.53
208,05/02/19 10:30:00,30.208000000000002,274.0,0.0,97.7,0.0,0.0,44.84,58.0,48.36,45.44
209,05/02/19 10:40:00,30.205000000000002,304.0,0.0,97.9,0.0,0.0,44.72,86.0,48.54,45.26
210,05/02/19 10:50:00,30.184,296.0,0.0,98.2,0.0,0.0,45.34,56.0,49.03,45.81
211,05/02/19 11:00:00,30.181,346.0,0.0,97.7,0.0,0.0,44.35,52.0,47.74,44.95
212,05/02/19 11:10:00,30.196,296.0,0.0,98.2,0.0,0.0,44.93,49.0,49.21,45.4
213,05/02/19 11:20:00,30.208000000000002,241.0,0.0,97.60000000000001,0.0,0.0,44.27,87.0,47.910000000000004,44.9
214,05/02/19 11:30:00,30.222,214.0,0.0,98.10000000000001,0.0,0.0,44.45,62.0,48.230000000000004,44.95
215,05/02/19 11:40:00,30.214000000000002,389.0,0.0,98.10000000000001,0.0,0.0,44.68,51.0,48.58,45.17
216,05/02/19 11:50:00,30.211000000000002,329.0,0.0,97.60000000000001,0.0,0.0,44.27,73.0,48.09,44.9
217,05/02/19 12:00:00,30.214000000000002,294.0,0.0,97.8,0.0,0.0,44.87,70.0,49.160000000000004,45.44
218,05/02/19 12:10:00,30.211000000000002,434.0,0.0,97.9,0.0,0.0,44.45,59.0,48.94,44.99
219,05/02/19 12:20:00,30.22,341.0,0.0,97.8,0.0,0.0,44.24,76.0,48.09,44.81
220,05/02/19 12:30:00,30.22,339.0,0.0,97.8,0.0,0.0,44.19,29.0,48.32,44.76
221,05/02/19 12:40:00,30.217000000000002,419.0,0.0,97.3,0.0,0.0,44.83,65.0,50.58,45.53
222,05/02/19 12:50:00,30.225,221.0,0.0,97.7,0.0,0.0,44.44,41.0,48.58,45.04
223,05/02/19 13:00:00,30.234,261.0,0.0,97.7,0.0,0.0,43.85,42.0,47.42,44.45
224,05/02/19 13:10:00,30.225,244.0,0.0,97.7,0.0,0.0,44.53,45.0,48.54,45.13
225,05/02/19 13:20:00,30.228,324.0,0.0,97.3,0.0,0.0,44.47,66.0,48.49,45.17
226,05/02/19 13:30:00,30.22,331.0,0.0,97.0,0.0,0.0,44.07,88.0,48.27,44.85
227,05/02/19 13:40:00,30.222,316.0,0.0,97.60000000000001,0.0,0.0,44.730000000000004,90.0,48.32,45.35
228,05/02/19 13:50:00,30.217000000000002,306.0,0.0,96.8,0.0,0.0,44.06,81.0,48.09,44.9
229,05/02/19 14:00:00,30.225,234.0,0.0,96.8,0.0,0.0,43.97,52.0,46.800000000000004,44.81
230,05/02/19 14:10:00,30.225,239.0,0.0,97.4,0.0,0.0,44.4,70.0,46.980000000000004,45.08
231,05/02/19 14:20:00,30.231,179.0,0.0,96.60000000000001,0.0,0.0,43.87,62.0,46.03,44.76
232,05/02/19 14:30:00,30.231,166.0,0.0,96.8,0.0,0.0,43.61,77.0,45.85,44.45
233,05/02/19 14:40:00,30.228,241.0,0.0,96.9,0.0,0.0,43.63,91.0,45.58,44.45
234,05/02/19 14:50:00,30.225,226.0,0.01,97.0,0.0,0.0,43.660000000000004,76.0,45.71,44.45
235,05/02/19 15:00:00,30.228,164.0,0.0,97.10000000000001,0.0,0.0,44.14,67.0,45.99,44.9
236,05/02/19 15:10:00,30.228,184.0,0.01,97.0,0.0,0.0,43.980000000000004,29.0,45.62,44.76
237,05/02/19 15:20:00,30.231,129.0,0.0,96.7,0.0,0.0,44.17,69.0,45.81,45.04
